sample.date,id.date,stream,sample.id,fraction,rhodo.acer,stage,order,family,genus,length_mm,number,notes
1/5/18,5/9/23,WS07,208,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,2,1,
1/5/18,5/9/23,WS07,208,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,3,1,
1/5/18,5/9/23,WS07,208,1_mm,R,larva,Plecoptera,Nemouridae,Soyedina,7,1,CHECK
1/5/18,5/9/23,WS07,208,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,5,1,
1/5/18,5/9/23,WS07,208,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,8,2,
1/5/18,5/9/23,WS07,208,1_mm,R,larva,Plecoptera,Perlodidae,Isoperla,3,1,
1/5/18,5/9/23,WS07,208,1_mm,R,larva,Plecoptera,Capniidae,Paracapnia,5,1,
1/5/18,5/9/23,WS07,208,1_mm,R,larva,Trichoptera,Hydropsychidae,Diplectrona,5,1,
1/5/18,5/9/23,WS07,208,1_mm,R,case,Trichoptera,unk,unk,7,1,"unk family/genus, case only"
1/5/18,5/9/23,WS07,208,1_mm,R,larva,Trichoptera,Rhyacophilidae,Rhyacophila,6,1,
1/5/18,5/9/23,WS07,208,1_mm,R,larva,Odonata,Gomphidae,Ophiogomphus,8,1,
1/5/18,5/9/23,WS07,208,1_mm,R,unk,Oligochaeta,unk,unk,9,1,
1/5/18,5/9/23,WS07,208,1_mm,R,pupa,unk,unk,unk,3,1,"very smushed, unidentifiable, unsure that it's a pupa"
1/5/18,5/9/23,WS32,210,1_mm,R,pupa,unk,unk,unk,2,2,unknown pupae
1/5/18,5/9/23,WS32,210,1_mm,R,unk,Collembola,unk,unk,1,1,
1/5/18,5/9/23,WS32,210,1_mm,R,unk,Oligochaeta,unk,unk,2,3,
1/5/18,5/9/23,WS32,210,1_mm,R,unk,Oligochaeta,unk,unk,3,1,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Diptera,Chironomidae,non_tany,1,6,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,14,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,7,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,11,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,9,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Diptera,Chironomidae,non_tany,6,10,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Diptera,Chironomidae,non_tany,7,3,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Diptera,Chironomidae,tany,3,2,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Diptera,Simuliidae,unk,3,1,"bug is smushed, can't find antennae, family is lowest practical"
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Plecoptera,Perlodidae,Diploperla,10,1,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,2,1,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,3,1,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,2,1,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Plecoptera,Chloroperlidae,Sweltsa,1,2,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Trichoptera,Hydropsychidae,Diplectrona,4,2,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Trichoptera,Hydropsychidae,Diplectrona,5,1,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Trichoptera,Hydropsychidae,Diplectrona,8,1,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Trichoptera,Rhyacophilidae,Rhyacophila,2,1,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Trichoptera,Rhyacophilidae,Rhyacophila,4,2,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Trichoptera,Rhyacophilidae,Rhyacophila,5,1,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Trichoptera,Polycentropodidae,unk,6,1,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Trichoptera,Philopotamidae,unk,4,1,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Trichoptera,Philopotamidae,unk,9,2,
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,3,2,"best guess - one has no gills, other has only 1 gill"
1/5/18,5/9/23,WS32,210,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,5,3,length for 1 of these is an estimate based on head and last 5-6 segments of abdomen
1/5/18,6/25/21,WS32,211,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,4,
1/5/18,6/25/21,WS32,211,1_mm,R,larva,Diptera,Pediciidae,Dicranota,7,1,
1/5/18,6/25/21,WS32,211,1_mm,R,larva,Trichoptera,Hydropsychidae,Diplectrona,13,1,
1/5/18,6/25/21,WS32,211,1_mm,R,larva,unk,unk,unk,1,1,maybe a piece of an annelid?
1/5/18,7/20/21,WS32,212,1_mm,R,larva,Diptera,Chironomidae,non_tany,1,2,
1/5/18,7/20/21,WS32,212,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,5,
1/5/18,7/20/21,WS32,212,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,4,
1/5/18,7/20/21,WS32,212,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,3,
1/5/18,7/20/21,WS32,212,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,3,
1/5/18,7/20/21,WS32,212,1_mm,R,larva,Diptera,Chironomidae,non_tany,7,1,
1/5/18,7/20/21,WS32,212,1_mm,R,larva,Diptera,Tipulidae,Tipula,8,1,
1/5/18,7/20/21,WS32,212,1_mm,R,larva,Ephemeroptera,Heptageniidae,Epeorus,5,1,
1/5/18,7/20/21,WS32,212,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,4,1,
1/5/18,7/20/21,WS32,212,1_mm,R,larva,Trichoptera,Rhyacophilidae,Rhyacophila,10,1,
1/5/18,7/20/21,WS32,212,1_mm,R,larva,Trichoptera,Hydropsychidae,Diplectrona,5,2,
1/5/18,7/20/21,WS32,212,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,1,1,best guess based on body shape and color - very small and no head
1/5/18,7/20/21,WS32,212,1_mm,R,pupa,unk,unk,unk,2,1,
1/5/18,5/9/23,WS31,213,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,3,
1/5/18,5/9/23,WS31,213,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,2,
1/5/18,5/9/23,WS31,213,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,1,
1/5/18,5/9/23,WS31,213,1_mm,R,larva,Diptera,Chironomidae,tany,2,1,
1/5/18,5/9/23,WS31,213,1_mm,R,unk,Oligochaeta,unk,unk,3,1,
1/5/18,5/9/23,WS31,213,1_mm,R,unk,Oligochaeta,unk,unk,5,1,
1/5/18,5/9/23,WS31,213,1_mm,R,larva,Odonata,Gomphidae,Lanthus,11,1,
1/5/18,5/9/23,WS31,213,1_mm,R,larva,Plecoptera,Perlidae,unk,7,1,stopped at family
1/5/18,5/9/23,WS31,213,1_mm,R,larva,Plecoptera,Perlodidae,Isoperla,8,1,
1/5/18,5/9/23,WS31,213,1_mm,R,larva,Trichoptera,Hydropsychidae,Diplectrona,10,1,
1/5/18,5/9/23,WS31,213,1_mm,R,larva,Trichoptera,Polycentropodidae,Polycentropus,4,1,
1/5/18,5/9/23,WS31,213,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,5,1,
1/5/18,5/9/23,WS31,213,1_mm,R,larva,Ephemeroptera,Ephemerellidae,unk,2,1,"unable to discern genus, bug very smushed"
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Diptera,Chironomidae,non_tany,1,2,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,5,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,1,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,5,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,3,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Diptera,Chironomidae,tany,2,2,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Diptera,Chironomidae,tany,3,1,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Diptera,Chironomidae,tany,4,1,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Diptera,Pediciidae,Dicranota,2,2,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,3,1,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,4,1,"very few gills and no legs, best guess (setae on mouth!)"
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Ephemeroptera,Baetidae,Baetis,2,3,one had no head and was extremely small/mangled - best guess
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Ephemeroptera,Baetidae,Baetis,3,1,one had no head and was extremely small/mangled - best guess
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Ephemeroptera,Baetidae,Baetis,5,1,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Ephemeroptera,Ephemerellidae,Serratella,2,1,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Ephemeroptera,unk,unk,2,2,"2mm abdomen pieces, no gills, cerci, or other characters"
1/5/18,6/25/21,WS31,214,1_mm,R,case,Trichoptera,unk,unk,2,1,"rock case with headless larva, unidentifiable"
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,2,1,"extremely small, but can see antenna near eye"
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Trichoptera,Lepidostomatidae,Lepidostoma,5,1,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Trichoptera,Hydropsychidae,Diplectrona,2,1,"only head and thoracic segments present, ~2mm; larva pretty mangled, can see that pronotum, mesonotum, and metanotum are sclerotized and head characters consistent. Length was likely ~4mm"
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Trichoptera,Hydropsychidae,Diplectrona,11,1,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Trichoptera,Limnephilidae,Pycnopsyche,8,1,case material in EPT vial is from this bug
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Trichoptera,Rhyacophilidae,Rhyacophila,9,1,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,2,2,"too small to see PSC gills; genus is best guess. There was also one 2mm exuvia that was not counted into the ""number"" column"
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,6,2,one of these lengths is an estimate for a bug that was missing ~1/2 of abdomen
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,7,1,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,8,1,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Plecoptera,Perlodidae,Isoperla,2,3,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Plecoptera,Perlodidae,Isoperla,3,1,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,1,1,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,2,5,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,3,4,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,5,1,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,6,4,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,3,1,
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Plecoptera,unk,unk,0.5,1,too small to identify
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Plecoptera,unk,unk,1,1,too small to identify
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Plecoptera,unk,unk,2,2,"mangled/smushed, unidentifiable"
1/5/18,6/25/21,WS31,214,1_mm,R,larva,Odonata,unk,unk,2,1,"unidentifiable, no head"
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Diptera,Chironomidae,non_tany,1,1,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,7,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,13,"one was just the head and a small part of body, but full-length estimate is ~3mm, so included it here"
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,1,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Diptera,Chironomidae,non_tany,5,1,
1/5/18,6/25/21,WS31,216,1_mm,R,case,Diptera,Chironomidae,unk,2,1,chironomid cases with no bug
1/5/18,6/25/21,WS31,216,1_mm,R,case,Diptera,Chironomidae,unk,3,3,chironomid cases with no bug
1/5/18,6/25/21,WS31,216,1_mm,R,case,Diptera,Chironomidae,unk,4,1,chironomid cases with no bug
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Diptera,Ceratopogonidae,unk,8,1,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Diptera,Pediciidae,Dicranota,3,1,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,3,1,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,4,1,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,5,1,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Ephemeroptera,Ephemerellidae,Serratella,2,2,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Ephemeroptera,Ephemerellidae,Serratella,3,2,"one of the 3's is a best guess - larva is extremely mangled/smushed and missing most of gills/legs. Also , I ripped off the head and gills of the other 3mm larva."
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,2,2,"can't find PSC gills on these small larvae, genus is best guess"
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,5,1,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,6,1,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,3,1,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,6,2,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Plecoptera,Nemouridae,Amphinemura,7,1,"best guess based on body shape, larva is extremely mangled and moldy"
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,1,1,"best guess, extremely small"
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,2,3,"best guesses, extremely small"
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,3,1,"best guess based on body shape and legs, missing head"
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Plecoptera,Leuctridae,Leuctra,4,2,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Plecoptera,Perlodidae,Isoperla,2,3,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Plecoptera,Perlodidae,Isoperla,3,3,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Trichoptera,Rhyacophilidae,Rhyacophila,19,1,
1/5/18,6/25/21,WS31,216,1_mm,R,case,Trichoptera,unk,unk,3,1,case made of small rocks and sand
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Trichoptera,Limnephilidae,Pycnopsyche,4,1,might go with case above?
1/5/18,6/25/21,WS31,216,1_mm,R,pupa,Trichoptera,unk,unk,2,2,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Trichoptera,pupa,pupa,3,1,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Coleoptera,Elmidae,Optioservus,3,1,
1/5/18,6/25/21,WS31,216,1_mm,R,larva,Odonata,Gomphidae,Lanthus,12,1,
1/5/18,6/25/21,WS31,216,1_mm,R,unk,Oligochaeta,unk,unk,3,1,
1/5/18,2/7/22,WS36,217,1_mm,R,larva,Diptera,Chironomidae,non_tany,1,1,"just a head and one thoracic segment about 1mm in length, estimated bug length was 3-4mm"
1/5/18,2/7/22,WS36,217,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,1,
1/5/18,2/7/22,WS36,217,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,1,
1/5/18,2/7/22,WS36,217,1_mm,R,larva,Plecoptera,Perlodidae,Isoperla,4,2,
1/5/18,2/7/22,WS36,217,1_mm,R,larva,Ephemeroptera,Heptageniidae,Epeorus,2,1,
1/5/18,2/7/22,WS36,217,1_mm,R,larva,Ephemeroptera,Baetidae,Baetis,7,1,
1/5/18,2/7/22,WS36,217,1_mm,R,larva,Ephemeroptera,Ephemerellidae,Serratella,4,1,
1/5/18,2/7/22,WS36,217,1_mm,R,larva,unk,unk,unk,3,1,"unidentifiable abdomen piece filled with sand;  maybe dipt or trich, threw out; 3mm was length of abdomen piece alone, actual bug may have been ~5mm"
1/5/18,2/7/22,WS36,217,1_mm,R,case,Trichoptera,unk,unk,1,1,unidentifiable small part of a stone trich case
1/5/18,5/9/23,WS36,218,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,1,
1/5/18,5/9/23,WS36,218,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,2,
1/5/18,5/9/23,WS36,218,1_mm,R,larva,Trichoptera,Polycentropodidae,unk,2,1,to family only
1/5/18,5/9/23,WS36,218,1_mm,R,larva,Ephemeroptera,Heptageniidae,Epeorus,3,1,
1/5/18,5/9/23,WS36,218,1_mm,R,larva,Ephemeroptera,Ephemerellidae,Ephemerella,5,1,
1/5/18,5/9/23,WS36,218,1_mm,R,larva,Ephemeroptera,Ephemerellidae,Ephemerella,6,1,
1/5/18,5/9/23,WS36,218,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,5,1,specimen has no gills or legs making it impossible to distinguish genus. Likely Paraleptophlebia based on other ID's. Length is a guess based on 1/2 of the body
1/5/18,5/9/23,WS36,218,1_mm,R,larva,Plecoptera,Perlodidae,Isoperla,2,1,
1/5/18,5/9/23,WS36,218,1_mm,R,larva,Plecoptera,Perlodidae,Isoperla,4,1,
1/5/18,5/9/23,WS36,218,1_mm,R,larva,Plecoptera,Perlodidae,Malirekus,13,1,
1/5/18,5/9/23,WS36,218,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,7,1,
1/5/18,5/9/23,WS36,219,1_mm,R,larva,Ephemeroptera,Heptageniidae,Epeorus,3,1,
1/5/18,5/9/23,WS36,219,1_mm,R,larva,Ephemeroptera,Baetidae,Baetis,3,1,bug is smushed so genus is best guess
1/5/18,5/9/23,WS36,219,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,unk,5,1,Family is best guess based on pieces of a larva in very bad condition. Length is best guess based on pieces
1/5/18,5/9/23,WS36,219,1_mm,R,larva,Trichoptera,Limnephilidae,Hydatophylax,9,1,
1/5/18,5/9/23,WS36,219,1_mm,R,larva,Trichoptera,Psychomyiidae,Lype,5,1,
1/5/18,5/9/23,WS36,219,1_mm,R,larva,Plecoptera,Perlodidae,Isoperla,5,1,
1/5/18,5/9/23,WS36,219,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,1,1,hard to tell genus because specimen is very small
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Diptera,Chironomidae,non_tany,0.5,2,
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,1,
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Diptera,Athericidae,Atherix,17,1,
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Diptera,Pediciidae,Dicranota,2,1,
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Diptera,Simuliidae,Prosimulium,4,1,best guess - can barely see sclerite
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Diptera,Simuliidae,Prosimulium,5,2,best guess - can barely see sclerite
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Diptera,Simuliidae,Simulium,3,1,
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Diptera,Simuliidae,unk,4,1,"unidentifiable, no head"
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Ephemeroptera,Ephemerellidae,Serratella,4,1,
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Ephemeroptera,Ephemerellidae,Serratella,5,2,one is a guess because no head legs or gills…
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Ephemeroptera,Ephemerellidae,Serratella,6,1,
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,5,3,one is a guess because no head
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,6,2,
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Ephemeroptera,Heptageniidae,Epeorus,2,1,
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Ephemeroptera,Heptageniidae,Stenonema,3,1,
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Plecoptera,Taeniopterygidae,Taeniopteryx,6,1,
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Plecoptera,Taeniopterygidae,Taeniopteryx,7,1,"extremely mangled, but. I'm still confident - can see mid-dorsal stripe and body shape very similar to other larva"
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Plecoptera,Perlodidae,Isoperla,3,1,
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Plecoptera,Perlodidae,Isoperla,5,1,
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Plecoptera,Perlodidae,Isoperla,7,1,
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Trichoptera,Hydropsychidae,Diplectrona,5,1,
1/5/18,6/16/21,WS08,221,1_mm,R,larva,Trichoptera,Psychomyiidae,Lype,3,2,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Plecoptera,Pteronarcyidae,Pteronarcys,15,1,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Plecoptera,Taeniopterygidae,Taeniopteryx,7,1,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Plecoptera,Taeniopterygidae,Taeniopteryx,8,2,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Plecoptera,Taeniopterygidae,Taeniopteryx,9,3,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,6,1,"missing anterior half, length is best estimate"
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,7,2,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,8,1,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Plecoptera,Perlodidae,Isoperla,5,1,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Plecoptera,Perlodidae,Isoperla,11,1,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Diptera,Chironomidae,tany,3,1,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,2,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Diptera,Chironomidae,non_tany,4,1,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Diptera,Simuliidae,Prosimulium,4,6,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Diptera,Simuliidae,Prosimulium,5,1,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Diptera,Simuliidae,Prosimulium,6,1,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Diptera,Simuliidae,unk,1,1,"missing head, genus ID impractical"
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Diptera,Simuliidae,unk,2,1,stopped at family
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Trichoptera,Hydropsychidae,Hydropsyche,9,1,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Trichoptera,Rhyacophilidae,Rhyacophila,4,1,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Trichoptera,Rhyacophilidae,Rhyacophila,5,1,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Ephemeroptera,Heptageniidae,Epeorus,2,1,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Ephemeroptera,Heptageniidae,Epeorus,3,1,very smushed but looks the same as the other Epeorus in the sample
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Ephemeroptera,Baetidae,Baetis,4,2,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Ephemeroptera,Ephemerellidae,Ephemerella,2,5,"2 specimes of these 5 are too small and missing too many characters to tell for sure but I'm pretty sure. 1 specimen is in half, missing all legs and is best guess"
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Ephemeroptera,Ephemerellidae,Ephemerella,3,1,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,6,4,
1/5/18,5/9/23,WS08,223,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,7,1,
1/5/18,5/9/23,WS08,223,1_mm,R,unk,Oligochaeta,unk,unk,3,1,
1/5/18,5/9/23,WS08,224,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,2,
1/5/18,5/9/23,WS08,224,1_mm,R,larva,Diptera,Simuliidae,Prosimulium,4,1,
1/5/18,5/9/23,WS08,224,1_mm,R,larva,Diptera,Simuliidae,Prosimulium,5,1,
1/5/18,5/9/23,WS08,224,1_mm,R,larva,Diptera,Simuliidae,Prosimulium,6,1,
1/5/18,5/9/23,WS08,224,1_mm,R,larva,Diptera,Simuliidae,unk,4,1,not ID'd to genus
1/5/18,5/9/23,WS08,224,1_mm,R,larva,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,5,1,"genus and length are guesses, only have abdomen and one gill. Gill fits the bill, though"
1/5/18,5/9/23,WS08,224,1_mm,R,larva,Ephemeroptera,Ephemerellidae,Serratella,2,5,
1/5/18,5/9/23,WS08,224,1_mm,R,larva,Ephemeroptera,Heptageniidae,Epeorus,2,1,
1/5/18,5/9/23,WS08,224,1_mm,R,larva,Plecoptera,Taeniopterygidae,Oemopteryx,5,1,
1/5/18,5/9/23,WS08,224,1_mm,R,larva,Plecoptera,Taeniopterygidae,Taeniopteryx,7,2,
1/5/18,5/9/23,WS08,224,1_mm,R,larva,Plecoptera,Peltoperlidae,Tallaperla,5,1,
1/5/18,5/9/23,WS08,224,1_mm,R,larva,Plecoptera,Perlodidae,Isoperla,5,1,
1/5/18,5/9/23,WS08,224,1_mm,R,larva,Plecoptera,unk,unk,1,1,Unk stonefly head. Length is length of head
1/5/18,5/9/23,WS08,224,1_mm,R,larva,unk,unk,unk,2,1,Unk posterior abdominal segments - could be Eph or Plec but unknown. Length is length of posterior segment
1/5/18,5/9/23,WS08,224,1_mm,R,unk,Oligochaeta,unk,unk,2,1,
1/5/18,6/9/21,WS18,226,1_mm,R,larva,Diptera,Chironomidae,non_tany,2,4,
1/5/18,6/9/21,WS18,226,1_mm,R,larva,Diptera,Chironomidae,non_tany,3,1,
